,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
1458,Iliamna Airport - Iliamna,2022-06-06,04:36,09:53,2022-06-06,Longnan Chengzhou Airport - Longnan,KLM Royal Dutch Airlines
1459,Dawson Creek Airport - Dawson Creek,2022-07-20,05:54,10:49,2022-07-20,Sindal Airport - Sindal,China Eastern Airlines
1460,Horsham Airport - nan,2022-07-26,17:21,20:06,2022-07-26,Capitan D Daniel Vazquez Airport - San Julian,Thai Airways International
1461,Fuyun Koktokay Airport - Fuyun,2022-05-29,19:06,00:04,2022-05-29,DeKalb Peachtree Airport - Atlanta,JALways
1462,Chongqing Jiangbei International Airport - Chongqing,2022-10-17,07:20,08:26,2022-10-17,Honiara International Airport - Honiara,Aegean Airlines
1463,Ignatyevo Airport - Blagoveschensk,2022-06-05,14:11,17:47,2022-06-05,Keshod Airport - Keshod,Royal Brunei Airlines
1464,Iaşi Airport - Iaşi,2022-10-04,08:41,09:56,2022-10-04,Geraldton Greenstone Regional Airport - Geraldton,Airlines PNG
1465,Allahabad Airport - Allahabad,2022-10-27,02:38,05:50,2022-10-27,Platov International Airport - Rostov-on-Don,AirAsia X
1466,Araçatuba Airport - Araçatuba,2022-11-30,23:21,23:46,2022-11-30,Whiteman Air Force Base - Knob Noster,Mandarin Airlines
1467,Guaratinguetá Airport - Guaratinguetá,2022-05-31,08:31,09:15,2022-05-31,Bryce Canyon Airport - Bryce Canyon,AOM French Airlines
1468,Kenneth Kaunda International Airport - Lusaka,2022-07-16,08:28,10:02,2022-07-16,Prince George Airport - Prince George,Hong Kong Airlines
1469,Walla Walla Regional Airport - Walla Walla,2022-07-18,08:20,11:02,2022-07-18,Jenpeg Airport - Jenpeg,Scoot
1470,Greenbrier Valley Airport - Lewisburg,2022-09-21,17:51,22:50,2022-09-21,Abu Dhabi International Airport - Abu Dhabi,Polynesian Airlines
1471,Praia International Airport - Praia,2022-06-29,00:53,06:46,2022-06-29,Yaroslavl Levtsovo Air Base - Yaroslavl,Royal Tongan Airlines
1472,Southend Airport - London,2022-05-01,00:20,05:07,2022-05-01,Akola Airport - Akola,National Airlines
1473,Invercargill Airport - Invercargill,2022-05-26,06:51,09:51,2022-05-26,Staroselye Airport - Rybinsk,Eva Air
1474,Pueblo Memorial Airport - Pueblo,2022-07-10,21:38,03:00,2022-07-10,Hévíz–Balaton Airport - Sármellék,Continental Airlines
1475,Gautam Buddha International Airport - Siddharthanagar (Bhairahawa),2022-11-17,03:31,05:42,2022-11-17,Dundigul Air Force Academy - Hyderabad,Royal Brunei Airlines
1476,"Qingdao Jiaodong International Airport - Jiaozhou, Qingdao",2022-10-02,23:46,03:45,2022-10-02,Diagoras Airport - Rodes Island,Cargolux Airlines Intl
1477,Kwaksan Air Base - Kwaksan,2022-07-11,15:36,19:02,2022-07-11,Loikaw Airport - Loikaw,Tasman Cargo Airlines
1478,RAF Wittering - Wittering,2022-08-17,19:37,01:54,2022-08-17,Hodeidah International Airport - Hodeida,Lauda Air
1479,President Adolfo López Mateos International Airport - Toluca,2022-08-08,07:55,09:25,2022-08-08,Hulunbuir Hailar Airport - Hailar,Tigerair
1480,F. D. Roosevelt Airport - Sint Eustatius,2022-12-27,03:01,07:26,2022-12-27,Nizhny Novgorod Strigino International Airport - Nizhny Novgorod,Qantas Airways
1481,Marshall Don Hunter Sr Airport - Marshall,2022-09-13,15:02,16:35,2022-09-13,Oiapoque Airport - Oiapoque,Ansett International
1482,Capitán FAP Renán Elías Olivera International Airport - Pisco,2022-12-01,06:52,12:29,2022-12-01,King Faisal Naval Base - Jeddah,Asiana Airlines
1483,George Airport - George,2022-09-20,09:44,14:41,2022-09-20,General Mariano Escobedo International Airport - Monterrey,Virgin Australia
1484,Al Massira Airport - Agadir (Temsia),2022-08-06,22:17,00:43,2022-08-06,Springfield-Beckley Municipal Airport - Springfield,Thai Airways International
1485,Paulo Afonso Airport - Paulo Afonso,2022-07-10,07:01,13:07,2022-07-10,Skopje International Airport - Skopje,Flight West Airlines
1486,Merville-Calonne Airport - Merville/Calonne,2022-05-28,13:20,16:46,2022-05-28,Abdelhafid Boussouf Bou Chekif Airport - Tiaret,Virgin Samoa
1487,Kemerovo Airport - Kemerovo,2022-07-29,02:51,06:33,2022-07-29,Maximo Gomez Airport - Ciego de Avila,Valuair
1488,Mukah Airport - Mukah,2022-10-23,00:55,02:54,2022-10-23,Nouméa Magenta Airport - Nouméa,Virgin Samoa
1489,General WM J Fox Airfield - Lancaster,2022-07-03,19:32,21:53,2022-07-03,Iberia Airport - Iberia,Lufthansa German Airlines
1490,Veer Savarkar International Airport / INS Utkrosh - Port Blair,2022-05-05,06:41,09:59,2022-05-05,Crossville Memorial Whitson Field - Crossville,Air France
1491,Cap Manuel Niño International Airport - Changuinola,2022-07-12,07:35,09:05,2022-07-12,"Bergen Airport, Flesland - Bergen",Flight West Airlines
1492,Shonai Airport - Shonai,2022-08-18,04:11,04:38,2022-08-18,Monroe County Airport - Bloomington,Royal Brunei Airlines
1493,Fort Mcpherson Airport - Fort Mcpherson,2022-08-08,05:03,08:16,2022-08-08,Villa Reynolds Airport - Villa Mercedes,Vietnam Airlines
1494,Petawawa Airport - Petawawa,2022-05-06,18:41,20:32,2022-05-06,Kenosha Regional Airport - Kenosha,Gulf Air
1495,St. John's International Airport - St. John's,2022-06-21,05:36,08:40,2022-06-21,Shannon Airport - Shannon,Asiana Airlines
1496,Khujand Airport - Khujand,2022-11-11,17:56,23:27,2022-11-11,Tambov Air Base - Tambov,V Australia
1497,Sunan Shuofang International Airport - Wuxi,2022-06-26,03:04,05:44,2022-06-26,São Tomé International Airport - São Tomé,Scoot
1498,Bedourie Airport - nan,2022-08-24,01:27,04:47,2022-08-24,Saniat R'mel Airport - Tétouan,SkyExpress
1499,Con Dao Airport - Con Dao,2022-09-16,05:52,11:29,2022-09-16,Austin Straubel International Airport - Green Bay,Gemini Air Cargo
1500,Rurutu Airport - nan,2022-12-10,08:21,14:37,2022-12-10,Wichita Eisenhower National Airport - Wichita,Korean Air
1501,Temora Airport - Temora,2022-09-24,14:40,17:02,2022-09-24,Echuca Airport - nan,Canadian Airlines Intl
1502,H1 New Air Base - Anah,2022-11-06,21:39,23:04,2022-11-06,Hohenfels Army Air Field - nan,Malindo Air
1503,Amílcar Cabral International Airport - Espargos,2022-10-25,03:25,04:49,2022-10-25,Southwest Wyoming Regional Airport - Rock Springs,Scoot
1504,Norman Wells Airport - Norman Wells,2022-09-06,00:16,03:58,2022-09-06,Kangirsuk Airport - Kangirsuk,Flying Tiger Line
1505,Ordu–Giresun Airport - Ordu,2022-12-27,21:36,02:34,2022-12-27,Cootamundra Airport - nan,National Airlines
1506,Corrientes Airport - Corrientes,2022-12-25,03:47,06:44,2022-12-25,"Haugesund Airport, Karmøy - Karmøy",Ansett Air Freight
1507,Jorhat Airport - Jorhat,2022-07-14,19:47,02:00,2022-07-14,Joplin Regional Airport - Joplin,Pel-Air Aviation
1508,Charlotte Douglas International Airport - Charlotte,2022-06-19,21:50,00:53,2022-06-19,Salamanca Airport - Salamanca,Batik Air Indonesia
1509,Campbell River Airport - Campbell River,2022-10-08,21:01,01:34,2022-10-08,Ramsar Airport - Ramsar,Flight West Airlines
1510,Shah Mokhdum Airport - Rajshahi,2022-11-27,21:36,01:02,2022-11-27,Oudtshoorn Airport - Oudtshoorn,Singapore Airlines
1511,Governador José Richa Airport - Londrina,2022-12-27,20:13,23:28,2022-12-27,Praslin Airport - Grand Anse,LATAM Airlines
1512,Rochefort-Saint-Agnant (BA 721) Airport - Rochefort/Saint-Agnant,2022-08-15,05:19,09:06,2022-08-15,Portland Troutdale Airport - Portland,Air Zimbabwe
1513,Yap International Airport - Yap Island,2022-08-29,15:10,20:44,2022-08-29,Rene Mouawad Air Base / Kleyate Airport - Tripoli,Pacific Air Express
1514,Robert Gabriel Mugabe International Airport - Harare,2022-12-30,22:50,23:32,2022-12-30,Al Sahra Army Air Field - Tikrit,KLM Royal Dutch Airlines
1515,Augusto C. Sandino (Managua) International Airport - Managua,2022-09-12,05:42,10:28,2022-09-12,Catamarca Airport - Catamarca,Fiji Airways
1516,Kobe Airport - Kobe,2022-09-20,22:34,01:49,2022-09-20,Linz-Hörsching Airport / Vogler Air Base - Linz,Xiamen Airlines
1517,Zhongwei Shapotou Airport - Zhongwei,2022-11-17,19:38,20:51,2022-11-17,Topeka Regional Airport - Topeka,Air France
1518,Yao Airport - Yao,2022-11-23,22:04,22:26,2022-11-23,Paso Robles Municipal Airport - Paso Robles,Air Austral
1519,Sam Mbakwe International Airport - Owerri,2022-08-08,02:52,09:09,2022-08-08,Timimoun Airport - Timimoun,Japan Airlines
1520,Lauro Kurtz Airport - Passo Fundo,2022-10-12,21:05,23:20,2022-10-12,Münster Osnabrück Airport - Münster,SkyExpress
1521,Benguela 17th of September Airport - Benguela,2022-06-10,09:49,14:35,2022-06-10,Hof-Plauen Airport - Hof,Air Mauritius
1522,Base de Aviação de Taubaté - Taubaté,2022-05-04,19:07,21:24,2022-05-04,Siping Air Base - Siping,Canadian Airlines Intl
1523,Abu Suwayr Air Base - Abu Suwayr,2022-10-01,16:38,20:41,2022-10-01,Gombe Lawanti International Airport - Gombe,Citilink Indonesia
1524,Reykjavik Airport - Reykjavik,2022-06-06,01:55,04:30,2022-06-06,Mirny Airport - Mirny,Eva Air
1525,Varkaus Airport - Varkaus / Joroinen,2022-08-03,03:04,08:58,2022-08-03,Langley Air Force Base - Hampton,Kiwi Travel Intl Airlines
1526,La Fria Airport - nan,2022-09-09,07:56,13:46,2022-09-09,Quad City International Airport - Moline,Olympic Airways
1527,Dublin Airport - Dublin,2022-12-06,22:29,01:11,2022-12-06,Alta Airport - Alta,All Nippon Airways
1528,Moruya Airport - Moruya,2022-11-09,18:09,20:31,2022-11-09,Laikipia Air Base - Nanyuki,All Nippon Airways
1529,Minhas Air Base - Kamra,2022-07-28,10:50,14:13,2022-07-28,Barnstable Municipal Boardman Polando Field - Hyannis,KLM Royal Dutch Airlines
1530,Kinmen Airport - Shang-I,2022-11-17,15:24,18:12,2022-11-17,Presidente Peron Airport - Neuquen,Hainan Airlines
1531,Lifou Airport - Lifou,2022-09-27,10:02,12:53,2022-09-27,Koggala Airport - Galle,Tasman Cargo Airlines
1532,Zunyi Maotai Airport - Zunyi,2022-08-04,10:52,15:26,2022-08-04,Keetmanshoop Airport - Keetmanshoop,United Parcel Service
1533,Asaba International Airport - Asaba,2022-11-27,23:08,04:00,2022-11-27,Bastia-Poretta Airport - Bastia/Poretta,AirAsia X
1534,Veer Savarkar International Airport / INS Utkrosh - Port Blair,2022-06-14,02:01,05:17,2022-06-14,Warren Airport - nan,SkyAirWorld
1535,Sokol Airport - Magadan,2022-07-24,01:53,04:15,2022-07-24,Rogue Valley International Medford Airport - Medford,Philippine Airlines
1536,Lubumbashi International Airport - Lubumbashi,2022-08-27,00:16,05:02,2022-08-27,Cavern City Air Terminal - Carlsbad,Air Caledonie International
1537,Yuba County Airport - Marysville,2022-06-11,14:19,20:02,2022-06-11,Mamburao Airport - Mamburao,Australian Airlines
1538,Cakung Airport - Baucau,2022-08-05,04:13,07:44,2022-08-05,Fatmawati Soekarno Airport - Bengkulu,Beijing Capital Airlines
1539,Lancang Jingmai Airport - Lancang Lahu Autonomous County,2022-09-27,23:28,05:21,2022-09-27,Man Airport - nan,Royal Brunei Airlines
1540,Lahr Airport - nan,2022-08-09,21:43,23:09,2022-08-09,RAF Wittering - Wittering,Thai Airways International
1541,Shillong Airport - Shillong,2022-11-29,02:10,05:08,2022-11-29,Sanandaj Airport - nan,Virgin Samoa
1542,Rocky Mountain Metropolitan Airport - Denver,2022-08-15,22:34,02:54,2022-08-15,Capitan Nicolas Rojas Airport - Potosí,Jetstar
1543,Santorini Airport - Santorini Island,2022-11-12,15:49,16:24,2022-11-12,Corvallis Municipal Airport - Corvallis,Malaysia Airlines
1544,Valence-Chabeuil Airport - Valence/Chabeuil,2022-08-23,17:21,20:31,2022-08-23,Benguera Island Airport - Benguera Island,SkyAirWorld
1545,Darwin International Airport - Darwin,2022-07-10,23:01,00:12,2022-07-10,Ljungbyhed Airport - Ljungbyhed,Jetstar
1546,Surin Airport - Surin,2022-07-21,13:08,14:16,2022-07-21,Mende-Brenoux Airfield - Mende/Brénoux,Tianjin Airlines
1547,Cataratas International Airport - Foz do Iguaçu,2022-11-19,15:48,19:49,2022-11-19,Mfuwe Airport - Mfuwe,Indonesia AirAsia
1548,Rafiqui Air Base - Shorkot,2022-07-18,21:50,01:56,2022-07-18,Mayo Airport - Mayo,All Nippon Airways
1549,Puka Puka Airport - nan,2022-07-20,23:10,01:46,2022-07-20,Al Taji Army Air Field - Taji,Singapore Airlines
1550,Chihhang Air Base - Taitung City,2022-12-13,10:16,13:19,2022-12-13,Valle de La Pascua Airport - nan,Air Vanuatu
1551,JMSDF Atsugi Air Base / Naval Air Facility Atsugi - Ayase / Yamato,2022-05-29,00:10,03:37,2022-05-29,Charleville-Mézières Ardennes-Etienne Riché Airfield - Charleville-Mézières,Ansett International
1552,Janakpur Airport - Janakpur,2022-12-18,06:06,09:07,2022-12-18,Lieutenant Julio Gallardo Airport - Puerto Natales,Cargolux Airlines Intl
1553,Malindi Airport - Malindi,2022-12-02,13:11,18:24,2022-12-02,El Dorado International Airport - Bogota,Middle East Airlines
1554,Guymon Municipal Airport - Guymon,2022-09-02,08:46,10:06,2022-09-02,Bezymyanka Airfield - Samara,Flight West Airlines
1555,Barinas Airport - Barinas,2022-05-09,23:19,00:38,2022-05-09,Godofredo P. Ramos Airport - Malay,Indonesia AirAsia Extra
1556,"Tromsø Airport, Langnes - Tromsø",2022-05-14,20:07,02:44,2022-05-14,Perpignan-Rivesaltes (Llabanère) Airport - Perpignan/Rivesaltes,Cargolux Airlines Intl
1557,Argyle International Airport - Kingstown,2022-08-13,19:31,01:33,2022-08-13,Spriggs Payne Airport - Monrovia,Cook Islands International
1558,Iberia Airport - Iberia,2022-07-12,19:20,00:24,2022-07-12,Cannes-Mandelieu Airport - Cannes,Air China
1559,JMSDF Shimofusa Air Base - Matsudo,2022-06-16,22:22,01:56,2022-06-16,King Khaled International Airport - Riyadh,MBA Pty Ltd
1560,Coban Airport - Coban,2022-11-18,12:01,16:48,2022-11-18,Leonard M Thompson International Airport - Marsh Harbour,MBA Pty Ltd
1561,Awasa Airport - Awasa,2022-05-19,19:14,22:48,2022-05-19,Assab International Airport - Asab,United Airlines
1562,Çiğli Airport - Kaklıç Mahallesi,2022-05-23,14:50,17:43,2022-05-23,Truckee Tahoe Airport - Truckee,Gulf Air
1563,Nadzab Airport - Lae,2022-07-30,16:46,17:46,2022-07-30,Gary Chicago International Airport - Gary,Scoot
1564,Tomaszow Mazowiecki Military Air Base - Tomaszów Mazowiecki,2022-10-22,07:49,10:59,2022-10-22,Çardak Airport - Denizli,Singapore Airlines
1565,Aerotortuguero Airport - Roxana,2022-10-14,09:51,11:47,2022-10-14,Kannur International Airport - Kannur,Pan American
1566,Muskoka Airport - Muskoka,2022-05-23,20:55,22:32,2022-05-23,Minot International Airport - Minot,Vietnam Airlines
1567,Chernigovka Air Base - Chernigovka,2022-08-08,06:26,06:52,2022-08-08,Rivne International Airport - Rivne,Aeroflot Russian Intl A/l
1568,Sharurah Domestic Airport - Sharurah,2022-05-30,09:11,13:47,2022-05-30,Sabetta International Airport - Sabetta,Indonesia AirAsia
1569,Vicecomodoro Angel D. La Paz Aragonés Airport - Santiago del Estero,2022-06-06,07:26,13:49,2022-06-06,Båtsfjord Airport - Båtsfjord,Air Zimbabwe
1570,General Leobardo C. Ruiz International Airport - Zacatecas,2022-11-06,17:58,21:08,2022-11-06,Pingtung North Airport - Pingtung,Airlines PNG
1571,Harar Meda Airport - Debre Zeyit,2022-10-12,00:46,06:21,2022-10-12,Ulyanovsk Baratayevka Airport - Ulyanovsk,Gemini Air Cargo
1572,Mbanza Congo Airport - Mbanza Congo,2022-05-12,18:11,19:42,2022-05-12,Angel Albino Corzo International Airport - Tuxtla Gutiérrez,National Jet Systems
1573,Rand Airport - Johannesburg,2022-08-02,21:03,01:12,2022-08-02,Fernando Luis Ribas Dominicci Airport - San Juan,Airnorth
1574,Gautam Buddha International Airport - Siddharthanagar (Bhairahawa),2022-05-14,19:27,20:00,2022-05-14,Katowice International Airport - Katowice,Jin Air
1575,Anaco Airport - Anaco,2022-08-28,09:14,14:39,2022-08-28,Beja Airport / Airbase - Beja,KLM Royal Dutch Airlines
1576,Meadow Lake Airport - Meadow Lake,2022-10-26,05:02,05:41,2022-10-26,Hunt Field - Lander,Singapore Airlines
1577,Notodden Airport - Notodden,2022-08-27,11:00,16:01,2022-08-27,Stuttgart Airport - Stuttgart,Aegean Airlines
1578,Brunswick Golden Isles Airport - Brunswick,2022-11-24,18:37,23:45,2022-11-24,Santa Maria Airport - Vila do Porto,Air China
1579,Simferopol International Airport - Simferopol,2022-12-12,11:30,14:58,2022-12-12,Kyurdamir Air Base - Kyurdamir,Silk Air
1580,General Juan N Alvarez International Airport - Acapulco,2022-06-26,02:04,05:28,2022-06-26,Karlovy Vary International Airport - Karlovy Vary,Samoa Airways
1581,Juan Mendoza Airport - Oruro,2022-10-28,07:33,08:37,2022-10-28,Taree Airport - Taree,Norfolk Jet Express
1582,El Plumerillo Airport - Mendoza,2022-08-28,15:53,16:19,2022-08-28,Cagayan North International Airport - Lal-lo,SriLankan Airlines
1583,Bohol-Panglao International Airport - Panglao,2022-05-28,23:25,03:35,2022-05-28,Edward G. Pitka Sr Airport - Galena,Olympic Airways
1584,Wollaston Lake Airport - Wollaston Lake,2022-12-30,17:40,22:18,2022-12-30,Pittsburgh International Airport - Pittsburgh,Fiji Airways
1585,Capitán Av. Salvador Ogaya G. airport - Puerto Suárez,2022-12-12,19:06,00:56,2022-12-12,Lengpui Airport - Aizawl (Lengpui),Airlines PNG
1586,"Terre Haute Regional Airport, Hulman Field - Terre Haute",2022-11-03,23:02,02:15,2022-11-03,Syukuran Aminuddin Amir Airport - Luwok,Air Caledonie
1587,Kingston Norman Rogers Airport - Kingston,2022-10-11,03:51,07:49,2022-10-11,Mmabatho International Airport - Mafeking,Samoa Airways
1588,DCAE Cosford Air Base - Cosford,2022-09-11,02:32,03:14,2022-09-11,Bhavnagar Airport - Bhavnagar,Alitalia
1589,Bratsk Airport - Bratsk,2022-12-13,16:37,21:22,2022-12-13,Hilo International Airport - Hilo,Airlines PNG
1590,"Xingcheng Air Base - Xingcheng, Huludao",2022-10-05,00:54,01:49,2022-10-05,Irkutsk International Airport - Irkutsk,Silk Air
1591,Comiso Airport - Comiso,2022-08-24,09:21,11:36,2022-08-24,Yoshkar-Ola Airport - Yoshkar-Ola,Mandarin Airlines
1592,Nanchang Xiangtang Air Base - Nanchang,2022-05-08,20:31,00:39,2022-05-08,Taszár Air Base - Taszár,Gemini Air Cargo
1593,Khujand Airport - Khujand,2022-07-30,05:44,10:02,2022-07-30,Shellharbour Airport - Albion Park Rail,Australian Airlines
1594,Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport - Yanbu,2022-06-18,12:38,13:50,2022-06-18,"Pulandian Air Base - Pulandian, Dalian",Kiwi Travel Intl Airlines
1595,F.G.L. Airport Granada-Jaén Airport - Granada,2022-08-27,08:21,09:09,2022-08-27,Tindal Airport - nan,Air Austral
1596,Ixtapa Zihuatanejo International Airport - Ixtapa,2022-09-20,02:07,07:46,2022-09-20,Lebyazhye Air Base - Kamyshin,Xiamen Airlines
1597,Bijie Feixiong Airport - Bijie,2022-12-28,14:08,20:04,2022-12-28,Tiriós Airport - Aldeia Tiriós,Air Canada
1598,Gisenyi Airport - Gisenyi,2022-12-30,01:37,08:16,2022-12-30,Launceston Airport - Launceston,Flight West Airlines
1599,Los Alamitos Army Air Field - Los Alamitos,2022-12-01,17:28,21:33,2022-12-01,Anglesey Airport - Angelsey,Emirates
1600,Benguera Island Airport - Benguera Island,2022-10-22,08:25,14:08,2022-10-22,Fort Good Hope Airport - Fort Good Hope,LATAM Airlines
1601,Kapustin Yar Airfield - Znamensk,2022-09-03,11:21,13:16,2022-09-03,Rennes-Saint-Jacques Airport - Rennes/Saint-Jacques,Tianjin Airlines
1602,Pinto Martins International Airport - Fortaleza,2022-09-12,03:22,03:45,2022-09-12,Iğdır Airport - Iğdır,Air India
1603,Kamenny Ruchey Naval Air Base - Sovetskaya Gavan,2022-08-25,15:56,18:28,2022-08-25,Kangirsuk Airport - Kangirsuk,Aegean Airlines
1604,Sanikiluaq Airport - Sanikiluaq,2022-06-14,08:02,13:00,2022-06-14,Moshoeshoe I International Airport - Maseru,Air Mauritius
1605,Tarama Airport - Tarama,2022-10-17,19:12,01:12,2022-10-17,Al Massira Airport - Agadir (Temsia),Air Austral
1606,Toulouse-Francazal (BA 101) Air Base - Toulouse/Francazal,2022-08-14,23:54,03:04,2022-08-14,Wilwal International Airport - Jijiga,Royal Brunei Airlines
1607,Allah Valley Airport - Surallah,2022-07-21,10:43,11:47,2022-07-21,Nabire Airport - Nabire-Papua Island,Air Tahiti Nui
1608,Kerry Airport - Killarney,2022-12-01,17:06,21:44,2022-12-01,Alfonso Bonilla Aragon International Airport - Cali,Northwest Airlines
1609,Offutt Air Force Base - Omaha,2022-05-04,21:21,01:40,2022-05-04,Barnaul Airport - Barnaul,Philippine Airlines
1610,Muir Army Air Field (Fort Indiantown Gap) Airport - Fort Indiantown Gap(Annville),2022-08-21,17:47,23:35,2022-08-21,Dubai International Airport - Dubai,Xiamen Airlines
1611,Trois-Rivières Airport - Trois-Rivières,2022-12-27,15:51,20:28,2022-12-27,Charles B. Wheeler Downtown Airport - Kansas City,Austrian Airlines
1612,Duluth International Airport - Duluth,2022-10-26,21:14,01:55,2022-10-26,George Bush Intercontinental Houston Airport - Houston,Northwest Airlines
1613,Newcastle Airport - Williamtown,2022-09-13,05:05,07:48,2022-09-13,Spriggs Payne Airport - Monrovia,Delta Air Lines
1614,Naha Airport / JASDF Naha Air Base - Naha,2022-12-18,16:25,22:53,2022-12-18,Montpellier-Méditerranée Airport - Montpellier/Méditerranée,Air Australia
1615,Pichoy Airport - Valdivia,2022-11-11,16:51,18:19,2022-11-11,Mara Serena Lodge Airstrip - Masai Mara,JALways
1616,Xi'an Xiguan Airport - Xi'an,2022-05-19,06:46,10:02,2022-05-19,Chengdu Shuangliu International Airport - Chengdu,Swissair
1617,Novosibirsk Tolmachevo Airport - Novosibirsk,2022-07-17,09:06,10:42,2022-07-17,Cape Lisburne LRRS Airport - Cape Lisburne,SriLankan Airlines
1618,Kindersley Airport - Kindersley,2022-08-24,12:50,15:50,2022-08-24,"Jiaxing Airport / Jiaxing Air Base - Xiuzhou, Hangzhou",Indonesia AirAsia
1619,Lázaro Cárdenas Airport - Lázaro Cárdenas,2022-12-30,14:04,19:42,2022-12-30,Beijing Daxing International Airport - Beijing,Jetstar Asia
1620,Koulamoutou Mabimbi Airport - Koulamoutou,2022-06-02,02:13,06:48,2022-06-02,Monseñor Óscar Arnulfo Romero International Airport - San Salvador (San Luis Talpa),Air Mauritius
1621,Baoshan Yunrui Airport - Baoshan,2022-07-09,10:14,14:15,2022-07-09,Ajaccio-Napoléon Bonaparte Airport - Ajaccio/Napoléon Bonaparte,Air Canada
1622,David the Builder Kutaisi International Airport - Kopitnari,2022-08-15,17:23,23:29,2022-08-15,Morava Airport - Kraljevo,Sempati Air
1623,Pantelleria Airport - Pantelleria (TP),2022-12-11,20:19,22:56,2022-12-11,Lille-Lesquin Airport - Lille/Lesquin,Valuair
1624,Governor Jesús Terán Peredo International Airport - Aguascalientes,2022-05-22,07:33,08:35,2022-05-22,Goma International Airport - Goma,Malaysia Airlines
1625,"Qingdao Jiaodong International Airport - Jiaozhou, Qingdao",2022-10-19,15:04,19:43,2022-10-19,Leczyca Military Air Base - Leczyca,Merpati Nusantara Airlines
1626,Spokane International Airport - Spokane,2022-11-21,06:16,07:42,2022-11-21,Los Garzones Airport - Montería,Austrian Airlines
1627,Albi-Le Séquestre Airport - Albi/Le Séquestre,2022-06-04,03:28,04:27,2022-06-04,St Lucie County International Airport - Fort Pierce,Batik Air Indonesia
1628,Langkawi International Airport - Langkawi,2022-11-25,12:48,17:47,2022-11-25,Abadan Airport - Abadan,Air France
1629,Diori Hamani International Airport - Niamey,2022-08-13,05:23,08:26,2022-08-13,San Sebastián Airport - Hondarribia,Australia Asia Airlines
1630,Figari Sud-Corse Airport - Figari Sud-Corse,2022-11-02,12:48,15:37,2022-11-02,Mobile Downtown Airport - Mobile,Aeroflot Russian Intl A/l
1631,Space Coast Regional Airport - Titusville,2022-06-25,09:34,15:47,2022-06-25,High Level Airport - High Level,United Airlines
1632,Ranai Airport - Ranai-Natuna Besar Island,2022-10-14,01:10,03:41,2022-10-14,Licenciado Miguel de la Madrid Airport - Colima,Aegean Airlines
1633,Nevatim Air Base - Beersheba,2022-12-16,05:26,09:36,2022-12-16,Cornwall Regional Airport - Cornwall,Canadian Airlines Intl
1634,Shennongjia Hongping Airport - Shennongjia,2022-05-25,06:58,11:43,2022-05-25,Tabiteuea North Airport - nan,Aegean Airlines
1635,Mc Clellan Airfield - Sacramento,2022-08-06,21:29,00:32,2022-08-06,Ruben Cantu Airport - Santiago,Freedom Air International
1636,Diomício Freitas Airport - Criciúma,2022-07-09,15:12,15:39,2022-07-09,Wendell H Ford Airport - Hazard,Lauda Air
1637,José Martí International Airport - Havana,2022-07-04,08:04,13:10,2022-07-04,Bhavnagar Airport - Bhavnagar,Ansett International
1638,Pakse International Airport - Pakse,2022-06-25,03:44,10:00,2022-06-25,Telêmaco Borba Airport - Telêmaco Borba,Air India
1639,Inta Airport - Inta,2022-08-29,17:44,00:04,2022-08-29,Kobe Airport - Kobe,Connie Kalitta Services
1640,General Bartolome Salom International Airport - nan,2022-06-06,12:50,13:58,2022-06-06,Federico Fellini International Airport - Rimini,Tigerair Australia
1641,Kingscote Airport - nan,2022-08-28,12:47,15:03,2022-08-28,Juan Simons Vela Airport - Rioja,V Australia
1642,Jeongseok Airport - Jeju Island,2022-07-02,01:23,06:03,2022-07-02,Newark Liberty International Airport - New York,Air Nauru
1643,"Tuchengzi Air Base - Lüshunkou, Dalian",2022-08-23,01:32,04:56,2022-08-23,Hiva Oa-Atuona Airport - Hiva Oa Island,Yugoslav Airlines
1644,Ottawa / Gatineau Airport - Gatineau,2022-06-20,23:21,02:22,2022-06-20,Mazar-i-Sharif International Airport - Mazar-i-Sharif,Air France
1645,Kinston Regional Jetport At Stallings Field - Kinston,2022-08-24,08:59,14:21,2022-08-24,Itaituba Airport - Itaituba,Polynesian Airlines
1646,Tiruchirappalli International Airport - Tiruchirappalli,2022-08-27,04:14,06:56,2022-08-27,Cox Field - Paris,Indonesia AirAsia Extra
1647,Wainwright Airport - Wainwright,2022-11-23,05:21,09:37,2022-11-23,Wrigley Airport - Wrigley,Cebu Pacific Air
1648,Hendrik Van Eck Airport - Phalaborwa,2022-09-12,22:34,00:35,2022-09-12,Volgograd International Airport - Volgograd,Australia Asia Airlines
1649,Tours-Val-de-Loire Airport - Tours/Val de Loire (Loire Valley),2022-06-27,13:14,15:36,2022-06-27,Yeosu Airport - Yeosu,United Parcel Service
1650,Medicine Hat Regional Airport - Medicine Hat,2022-11-27,03:18,06:01,2022-11-27,Touggourt Sidi Madhi Airport - Touggourt,Hainan Airlines
1651,Fulton County Airport Brown Field - Atlanta,2022-08-04,10:58,15:33,2022-08-04,Luis Munoz Marin International Airport - San Juan,National Airlines
1652,Žilina Airport - Žilina,2022-05-11,11:59,13:52,2022-05-11,Maribor Airport - nan,Thai Airways International
