,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
17634,Swift Current Airport - Swift Current,2022-06-24,15:11,20:38,2022-06-24,Lynn Lake Airport - Lynn Lake,Garuda Indonesia
17635,Fort Smith Airport - Fort Smith,2022-06-11,19:21,20:57,2022-06-11,Lester B. Pearson International Airport - Toronto,Evergreen Intl Airlines
17636,Fort Nelson Airport - Fort Nelson,2022-06-27,07:46,14:07,2022-06-27,Goose Bay Airport - Goose Bay,Sichuan Airlines
17637,Armstrong Airport - Armstrong,2022-06-28,21:40,22:47,2022-06-28,Fort St John Airport - Fort St.John,Beijing Capital Airlines
17638,St Leonard Airport - St Leonard,2022-06-26,05:39,10:18,2022-06-26,Swift Current Airport - Swift Current,Pan American
17639,Gore Bay Manitoulin Airport - Gore Bay,2022-06-27,23:36,00:31,2022-06-27,Kapuskasing Airport - Kapuskasing,Cargolux Airlines Intl
17640,Victoria International Airport - Victoria,2022-06-29,01:25,07:48,2022-06-29,London Airport - London,Thai AirAsia X
17641,Abbotsford International Airport - Abbotsford,2022-06-05,14:25,19:49,2022-06-05,Bonaventure Airport - Bonaventure,Air Tahiti Nui
17642,London Airport - London,2022-06-29,04:24,07:55,2022-06-29,Downsview Airport - Toronto,Samoa Airways
17643,Fort Nelson Airport - Fort Nelson,2022-06-17,04:00,08:17,2022-06-17,Swift Current Airport - Swift Current,Federal Express Corporation
17644,La Ronge Airport - La Ronge,2022-06-14,11:51,18:09,2022-06-14,Fort Smith Airport - Fort Smith,Air Chathams
17645,Beaver Creek Airport - Beaver Creek,2022-06-14,18:52,01:07,2022-06-14,Fort Nelson Airport - Fort Nelson,Pan American
17646,Taloyoak Airport - Taloyoak,2022-06-26,01:58,02:57,2022-06-26,Lester B. Pearson International Airport - Toronto,Air Caledonie
17647,Whale Cove Airport - Whale Cove,2022-06-28,15:36,19:44,2022-06-28,Bonaventure Airport - Bonaventure,Air Zimbabwe
17648,Armstrong Airport - Armstrong,2022-06-15,23:44,01:56,2022-06-15,Beaver Creek Airport - Beaver Creek,Asiana Airlines
17649,Taloyoak Airport - Taloyoak,2022-06-13,17:43,23:22,2022-06-13,Lynn Lake Airport - Lynn Lake,Polar Air Cargo
17650,Medicine Hat Regional Airport - Medicine Hat,2022-06-04,10:48,15:08,2022-06-04,Kapuskasing Airport - Kapuskasing,OzJet
17651,Swift Current Airport - Swift Current,2022-06-04,15:32,19:31,2022-06-04,Kapuskasing Airport - Kapuskasing,Air Australia
17652,St Leonard Airport - St Leonard,2022-06-07,17:02,18:15,2022-06-07,Goose Bay Airport - Goose Bay,Flight West Airlines
17653,London Airport - London,2022-06-05,08:52,12:50,2022-06-05,Northwest Regional Airport Terrace-Kitimat - Terrace,AOM French Airlines
17654,Gore Bay Manitoulin Airport - Gore Bay,2022-06-27,01:24,05:39,2022-06-27,Abbotsford International Airport - Abbotsford,Aegean Airlines
17655,Victoria International Airport - Victoria,2022-06-03,08:22,14:40,2022-06-03,La Ronge Airport - La Ronge,Australia Asia Airlines
17656,St Leonard Airport - St Leonard,2022-06-10,12:34,13:40,2022-06-10,Kapuskasing Airport - Kapuskasing,Tianjin Airlines
17657,Beaver Creek Airport - Beaver Creek,2022-06-16,00:14,02:57,2022-06-16,Lynn Lake Airport - Lynn Lake,Lauda Air
17658,Fort St John Airport - Fort St.John,2022-06-25,04:29,09:44,2022-06-25,Whale Cove Airport - Whale Cove,Sichuan Airlines
17659,Churchill Airport - Churchill,2022-06-15,19:13,01:25,2022-06-15,Armstrong Airport - Armstrong,AirAsia X
17660,Timmins/Victor M. Power - Timmins,2022-06-04,16:30,17:31,2022-06-04,Kapuskasing Airport - Kapuskasing,Mandarin Airlines
17661,Armstrong Airport - Armstrong,2022-06-19,16:34,21:51,2022-06-19,St Leonard Airport - St Leonard,Air Vanuatu
17662,Whale Cove Airport - Whale Cove,2022-06-08,11:31,15:01,2022-06-08,Kapuskasing Airport - Kapuskasing,V Australia
17663,Downsview Airport - Toronto,2022-06-08,15:52,18:07,2022-06-08,Armstrong Airport - Armstrong,SkyAirWorld
17664,Goose Bay Airport - Goose Bay,2022-06-12,17:27,20:35,2022-06-12,Downsview Airport - Toronto,Flying Tiger Line
17665,Gore Bay Manitoulin Airport - Gore Bay,2022-06-19,04:24,09:47,2022-06-19,St. John's International Airport - St. John's,MBA Pty Ltd
17666,Timmins/Victor M. Power - Timmins,2022-06-10,09:05,13:11,2022-06-10,Armstrong Airport - Armstrong,Cargolux Airlines Intl
17667,Bonaventure Airport - Bonaventure,2022-06-03,23:15,03:44,2022-06-03,Fort Nelson Airport - Fort Nelson,Jetstar Asia
17668,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-13,00:03,00:24,2022-06-13,Lynn Lake Airport - Lynn Lake,Lufthansa German Airlines
17669,London Airport - London,2022-06-03,01:06,02:43,2022-06-03,North Bay Jack Garland Airport - North Bay,Asian Express Airlines
17670,Taloyoak Airport - Taloyoak,2022-06-25,08:54,12:19,2022-06-25,Churchill Airport - Churchill,Air Vanuatu
17671,Kapuskasing Airport - Kapuskasing,2022-06-15,05:39,06:50,2022-06-15,St Leonard Airport - St Leonard,Alitalia
17672,Bonaventure Airport - Bonaventure,2022-06-17,18:59,00:56,2022-06-17,Abbotsford International Airport - Abbotsford,Lauda Air
17673,Downsview Airport - Toronto,2022-06-14,17:17,17:45,2022-06-14,Mont Joli Airport - Mont-Joli,Cook Islands International
17674,Fort St John Airport - Fort St.John,2022-06-02,15:01,15:44,2022-06-02,Goose Bay Airport - Goose Bay,Tiger Airways
17675,Beaver Creek Airport - Beaver Creek,2022-06-04,14:11,15:02,2022-06-04,Fort Smith Airport - Fort Smith,Cathay Pacific Airways
17676,Lester B. Pearson International Airport - Toronto,2022-06-11,18:02,20:54,2022-06-11,Whale Cove Airport - Whale Cove,Eva Air
17677,St. John's International Airport - St. John's,2022-06-25,04:55,11:26,2022-06-25,Gore Bay Manitoulin Airport - Gore Bay,Cargolux Airlines Intl
17678,Armstrong Airport - Armstrong,2022-06-07,01:51,08:03,2022-06-07,Victoria International Airport - Victoria,OzJet
17679,Mont Joli Airport - Mont-Joli,2022-06-30,02:58,07:46,2022-06-30,North Bay Jack Garland Airport - North Bay,Polynesian Airlines
17680,Mont Joli Airport - Mont-Joli,2022-06-12,00:21,01:37,2022-06-12,Fort St John Airport - Fort St.John,LATAM Airlines
17681,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-21,10:02,13:42,2022-06-21,St. John's International Airport - St. John's,Federal Express Corporation
17682,Churchill Airport - Churchill,2022-06-01,08:27,09:46,2022-06-01,Lynn Lake Airport - Lynn Lake,Virgin Samoa
17683,Fort Nelson Airport - Fort Nelson,2022-06-19,05:06,07:04,2022-06-19,Mont Joli Airport - Mont-Joli,Valuair
17684,London Airport - London,2022-06-30,11:16,17:01,2022-06-30,Goose Bay Airport - Goose Bay,Hawaiian Airlines
17685,North Bay Jack Garland Airport - North Bay,2022-06-26,22:59,04:30,2022-06-26,London Airport - London,SkyAirWorld
17686,Churchill Airport - Churchill,2022-06-05,13:13,19:29,2022-06-05,Bonaventure Airport - Bonaventure,Etihad Airways
17687,Gore Bay Manitoulin Airport - Gore Bay,2022-06-13,09:12,14:02,2022-06-13,Medicine Hat Regional Airport - Medicine Hat,Australia Asia Airlines
17688,Abbotsford International Airport - Abbotsford,2022-06-28,07:49,11:39,2022-06-28,Fort St John Airport - Fort St.John,Air Tahiti Nui
17689,Mont Joli Airport - Mont-Joli,2022-06-22,14:15,17:03,2022-06-22,Gore Bay Manitoulin Airport - Gore Bay,British Airways
17690,Whale Cove Airport - Whale Cove,2022-06-15,17:22,19:45,2022-06-15,Northwest Regional Airport Terrace-Kitimat - Terrace,Asiana Airlines
17691,Fort Nelson Airport - Fort Nelson,2022-06-13,18:19,21:12,2022-06-13,Taloyoak Airport - Taloyoak,Continental Micronesia
17692,Lynn Lake Airport - Lynn Lake,2022-06-25,20:23,00:52,2022-06-25,Timmins/Victor M. Power - Timmins,Our Airline
17693,Fort Nelson Airport - Fort Nelson,2022-06-24,13:32,17:11,2022-06-24,Swift Current Airport - Swift Current,Air Caledonie
17694,Mont Joli Airport - Mont-Joli,2022-06-20,14:05,18:19,2022-06-20,Lynn Lake Airport - Lynn Lake,Cathay Pacific Airways
17695,Fort St John Airport - Fort St.John,2022-06-18,10:23,10:51,2022-06-18,London Airport - London,Austrian Airlines
17696,Victoria International Airport - Victoria,2022-06-01,16:20,20:14,2022-06-01,St Leonard Airport - St Leonard,Philippine Airlines
17697,Abbotsford International Airport - Abbotsford,2022-06-05,00:46,02:38,2022-06-05,Armstrong Airport - Armstrong,Air Nauru
17698,La Ronge Airport - La Ronge,2022-06-25,00:39,07:04,2022-06-25,Swift Current Airport - Swift Current,Kiwi Travel Intl Airlines
17699,Armstrong Airport - Armstrong,2022-06-27,19:59,02:34,2022-06-27,Taloyoak Airport - Taloyoak,LAN Airlines
17700,Kapuskasing Airport - Kapuskasing,2022-06-30,17:28,19:03,2022-06-30,Abbotsford International Airport - Abbotsford,Hawaiian Airlines
17701,St Leonard Airport - St Leonard,2022-06-09,00:30,06:08,2022-06-09,La Ronge Airport - La Ronge,Tasman Cargo Airlines
17702,Timmins/Victor M. Power - Timmins,2022-06-25,19:23,23:47,2022-06-25,Lester B. Pearson International Airport - Toronto,Air France
17703,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-11,00:43,05:18,2022-06-11,Taloyoak Airport - Taloyoak,Nauru Airlines
17704,Beaver Creek Airport - Beaver Creek,2022-06-11,15:42,16:25,2022-06-11,La Ronge Airport - La Ronge,Olympic Airways
17705,Medicine Hat Regional Airport - Medicine Hat,2022-06-17,00:46,07:12,2022-06-17,Lester B. Pearson International Airport - Toronto,Air Chathams
17706,St. John's International Airport - St. John's,2022-06-23,22:49,03:05,2022-06-23,Mont Joli Airport - Mont-Joli,Royal Brunei Airlines
17707,Abbotsford International Airport - Abbotsford,2022-06-07,14:37,16:55,2022-06-07,London Airport - London,Ansett Air Freight
17708,Taloyoak Airport - Taloyoak,2022-06-27,18:01,00:16,2022-06-27,Beaver Creek Airport - Beaver Creek,Qatar Airways
17709,Medicine Hat Regional Airport - Medicine Hat,2022-06-10,09:05,10:23,2022-06-10,Mont Joli Airport - Mont-Joli,Tasman Cargo Airlines
17710,Fort Smith Airport - Fort Smith,2022-06-02,23:32,04:51,2022-06-02,Swift Current Airport - Swift Current,KLM Royal Dutch Airlines
17711,Goose Bay Airport - Goose Bay,2022-06-14,05:45,10:08,2022-06-14,Abbotsford International Airport - Abbotsford,Aeroflot Russian Intl A/l
17712,St. John's International Airport - St. John's,2022-06-28,07:08,12:10,2022-06-28,Bonaventure Airport - Bonaventure,Pan American
17713,Armstrong Airport - Armstrong,2022-06-08,10:20,16:27,2022-06-08,St Leonard Airport - St Leonard,Solomon Airlines
17714,Victoria International Airport - Victoria,2022-06-11,01:07,04:31,2022-06-11,North Bay Jack Garland Airport - North Bay,SriLankan Airlines
17715,Beaver Creek Airport - Beaver Creek,2022-06-28,08:43,15:22,2022-06-28,Abbotsford International Airport - Abbotsford,JALways
17716,Fort St John Airport - Fort St.John,2022-06-25,23:54,03:12,2022-06-25,Bonaventure Airport - Bonaventure,Cebu Pacific Air
17717,Lynn Lake Airport - Lynn Lake,2022-06-29,14:46,19:09,2022-06-29,Victoria International Airport - Victoria,Virgin Australia
17718,St. John's International Airport - St. John's,2022-06-23,14:55,15:33,2022-06-23,Kapuskasing Airport - Kapuskasing,Polynesian Airlines
17719,Gore Bay Manitoulin Airport - Gore Bay,2022-06-15,09:59,13:22,2022-06-15,London Airport - London,Scoot
17720,Armstrong Airport - Armstrong,2022-06-24,15:08,16:13,2022-06-24,Kapuskasing Airport - Kapuskasing,Delta Air Lines
17721,Armstrong Airport - Armstrong,2022-06-24,06:29,06:59,2022-06-24,Kapuskasing Airport - Kapuskasing,Donghai Airlines
17722,Medicine Hat Regional Airport - Medicine Hat,2022-06-15,20:05,02:18,2022-06-15,Whale Cove Airport - Whale Cove,Malaysia Airlines
17723,Swift Current Airport - Swift Current,2022-06-08,22:26,23:58,2022-06-08,Medicine Hat Regional Airport - Medicine Hat,Air Caledonie
17724,La Ronge Airport - La Ronge,2022-06-10,07:27,09:39,2022-06-10,Gore Bay Manitoulin Airport - Gore Bay,China Southern Airlines
17725,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-11,01:53,04:28,2022-06-11,Bonaventure Airport - Bonaventure,Kalitta Air
17726,North Bay Jack Garland Airport - North Bay,2022-06-21,20:35,02:54,2022-06-21,Swift Current Airport - Swift Current,Pan American
17727,Gore Bay Manitoulin Airport - Gore Bay,2022-06-11,07:14,13:13,2022-06-11,Abbotsford International Airport - Abbotsford,Austrian Airlines
17728,London Airport - London,2022-06-03,21:48,04:14,2022-06-03,Medicine Hat Regional Airport - Medicine Hat,Air Canada
17729,Taloyoak Airport - Taloyoak,2022-06-11,11:20,15:15,2022-06-11,Victoria International Airport - Victoria,Gulf Air
17730,Abbotsford International Airport - Abbotsford,2022-06-14,17:02,22:29,2022-06-14,Mont Joli Airport - Mont-Joli,MBA Pty Ltd
17731,Mont Joli Airport - Mont-Joli,2022-06-20,20:44,23:08,2022-06-20,Armstrong Airport - Armstrong,Solomon Airlines
17732,London Airport - London,2022-06-26,16:31,21:24,2022-06-26,Northwest Regional Airport Terrace-Kitimat - Terrace,SkyExpress
17733,Lester B. Pearson International Airport - Toronto,2022-06-20,23:48,04:18,2022-06-20,Taloyoak Airport - Taloyoak,V Australia
17734,Churchill Airport - Churchill,2022-06-11,06:21,12:35,2022-06-11,Mont Joli Airport - Mont-Joli,Transair
17735,Kapuskasing Airport - Kapuskasing,2022-06-03,12:13,14:23,2022-06-03,Taloyoak Airport - Taloyoak,Air Caledonie
17736,Gore Bay Manitoulin Airport - Gore Bay,2022-06-24,08:21,08:43,2022-06-24,Swift Current Airport - Swift Current,Evergreen Intl Airlines
17737,Victoria International Airport - Victoria,2022-06-10,16:51,20:05,2022-06-10,Beaver Creek Airport - Beaver Creek,Alitalia
17738,London Airport - London,2022-06-22,17:02,17:22,2022-06-22,Kapuskasing Airport - Kapuskasing,China Southern Airlines
17739,Beaver Creek Airport - Beaver Creek,2022-06-03,01:39,07:44,2022-06-03,Downsview Airport - Toronto,Malindo Air
17740,Lynn Lake Airport - Lynn Lake,2022-06-02,05:29,05:55,2022-06-02,Whale Cove Airport - Whale Cove,National Jet Systems
17741,Beaver Creek Airport - Beaver Creek,2022-06-14,16:43,18:16,2022-06-14,Fort St John Airport - Fort St.John,Pel-Air Aviation
17742,London Airport - London,2022-06-11,21:40,04:06,2022-06-11,Churchill Airport - Churchill,Mandarin Airlines
17743,Whale Cove Airport - Whale Cove,2022-06-03,03:32,05:11,2022-06-03,Fort Nelson Airport - Fort Nelson,Gemini Air Cargo
17744,St. John's International Airport - St. John's,2022-06-20,13:11,15:23,2022-06-20,St Leonard Airport - St Leonard,South African Airways
17745,Downsview Airport - Toronto,2022-06-18,15:46,17:55,2022-06-18,Fort St John Airport - Fort St.John,National Airlines
17746,St. John's International Airport - St. John's,2022-06-14,21:38,22:05,2022-06-14,North Bay Jack Garland Airport - North Bay,Olympic Airways
17747,Timmins/Victor M. Power - Timmins,2022-06-03,04:59,07:38,2022-06-03,Lester B. Pearson International Airport - Toronto,Tasman Cargo Airlines
17748,Armstrong Airport - Armstrong,2022-06-23,06:35,08:29,2022-06-23,Medicine Hat Regional Airport - Medicine Hat,All Nippon Airways
17749,Mont Joli Airport - Mont-Joli,2022-06-07,04:48,07:14,2022-06-07,London Airport - London,Tianjin Airlines
17750,Medicine Hat Regional Airport - Medicine Hat,2022-06-17,15:20,20:12,2022-06-17,St Leonard Airport - St Leonard,Thai Airways International
17751,Taloyoak Airport - Taloyoak,2022-06-08,02:19,07:24,2022-06-08,Lester B. Pearson International Airport - Toronto,SkyAirWorld
17752,Victoria International Airport - Victoria,2022-06-17,17:41,20:40,2022-06-17,Beaver Creek Airport - Beaver Creek,Jin Air
17753,Abbotsford International Airport - Abbotsford,2022-06-05,04:34,04:58,2022-06-05,Armstrong Airport - Armstrong,AOM French Airlines
17754,Fort St John Airport - Fort St.John,2022-06-10,10:14,14:36,2022-06-10,Fort Nelson Airport - Fort Nelson,Air Pacific
17755,Fort Smith Airport - Fort Smith,2022-06-14,15:06,15:55,2022-06-14,Whale Cove Airport - Whale Cove,Mandarin Airlines
17756,London Airport - London,2022-06-01,11:42,16:21,2022-06-01,Fort St John Airport - Fort St.John,Polar Air Cargo
17757,St. John's International Airport - St. John's,2022-06-24,05:25,06:29,2022-06-24,Northwest Regional Airport Terrace-Kitimat - Terrace,V Australia
17758,Swift Current Airport - Swift Current,2022-06-09,03:55,05:09,2022-06-09,Mont Joli Airport - Mont-Joli,OzJet
17759,North Bay Jack Garland Airport - North Bay,2022-06-14,16:52,19:09,2022-06-14,Abbotsford International Airport - Abbotsford,Aegean Airlines
17760,Swift Current Airport - Swift Current,2022-06-22,20:01,01:32,2022-06-22,Goose Bay Airport - Goose Bay,Etihad Airways
17761,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-01,19:54,00:13,2022-06-01,Churchill Airport - Churchill,Gemini Air Cargo
17762,Mont Joli Airport - Mont-Joli,2022-06-19,23:26,03:22,2022-06-19,Kapuskasing Airport - Kapuskasing,Tiger Airways
17763,Lynn Lake Airport - Lynn Lake,2022-06-24,13:05,17:59,2022-06-24,Abbotsford International Airport - Abbotsford,Merpati Nusantara Airlines
17764,Swift Current Airport - Swift Current,2022-06-23,17:49,23:26,2022-06-23,Fort Smith Airport - Fort Smith,Samoa Airways
17765,Bonaventure Airport - Bonaventure,2022-06-16,00:25,01:06,2022-06-16,Northwest Regional Airport Terrace-Kitimat - Terrace,SkyExpress
17766,London Airport - London,2022-06-27,09:36,13:25,2022-06-27,Bonaventure Airport - Bonaventure,Batik Air Indonesia
17767,St Leonard Airport - St Leonard,2022-06-30,19:36,22:28,2022-06-30,Goose Bay Airport - Goose Bay,American Airlines
17768,St Leonard Airport - St Leonard,2022-06-23,08:24,08:45,2022-06-23,Gore Bay Manitoulin Airport - Gore Bay,Air Chathams
17769,Fort Nelson Airport - Fort Nelson,2022-06-21,04:41,09:26,2022-06-21,Fort Smith Airport - Fort Smith,Singapore Airlines
17770,Armstrong Airport - Armstrong,2022-06-12,10:55,13:08,2022-06-12,Victoria International Airport - Victoria,Yugoslav Airlines
17771,St. John's International Airport - St. John's,2022-06-15,00:22,06:11,2022-06-15,Fort St John Airport - Fort St.John,Alitalia
17772,Medicine Hat Regional Airport - Medicine Hat,2022-06-07,16:36,19:44,2022-06-07,Lynn Lake Airport - Lynn Lake,Samoa Airways
17773,Fort Smith Airport - Fort Smith,2022-06-04,06:43,09:32,2022-06-04,Taloyoak Airport - Taloyoak,Air Mauritius
17774,Victoria International Airport - Victoria,2022-06-12,12:16,17:07,2022-06-12,St. John's International Airport - St. John's,Aerolineas Argentinas
17775,Taloyoak Airport - Taloyoak,2022-06-30,13:33,16:11,2022-06-30,Kapuskasing Airport - Kapuskasing,Silk Air
17776,Goose Bay Airport - Goose Bay,2022-06-23,20:47,00:44,2022-06-23,Fort Nelson Airport - Fort Nelson,Sichuan Airlines
17777,Gore Bay Manitoulin Airport - Gore Bay,2022-06-27,00:04,01:40,2022-06-27,Fort St John Airport - Fort St.John,Lauda Air
17778,Timmins/Victor M. Power - Timmins,2022-06-27,08:34,13:01,2022-06-27,Swift Current Airport - Swift Current,Union de Transports Aeriens
17779,Lester B. Pearson International Airport - Toronto,2022-06-07,13:43,20:21,2022-06-07,Churchill Airport - Churchill,Lufthansa German Airlines
17780,Swift Current Airport - Swift Current,2022-06-10,07:01,12:06,2022-06-10,Fort Smith Airport - Fort Smith,Beijing Capital Airlines
17781,Mont Joli Airport - Mont-Joli,2022-06-27,14:44,16:41,2022-06-27,Timmins/Victor M. Power - Timmins,Donghai Airlines
17782,Beaver Creek Airport - Beaver Creek,2022-06-15,02:40,06:18,2022-06-15,St. John's International Airport - St. John's,British Airways
17783,Mont Joli Airport - Mont-Joli,2022-06-04,10:00,11:37,2022-06-04,Whale Cove Airport - Whale Cove,Gemini Air Cargo
17784,Beaver Creek Airport - Beaver Creek,2022-06-02,01:11,07:43,2022-06-02,Timmins/Victor M. Power - Timmins,Emirates
17785,Churchill Airport - Churchill,2022-06-07,05:04,06:44,2022-06-07,Lester B. Pearson International Airport - Toronto,Citilink Indonesia
17786,Lynn Lake Airport - Lynn Lake,2022-06-15,16:55,20:42,2022-06-15,Bonaventure Airport - Bonaventure,Connie Kalitta Services
17787,Victoria International Airport - Victoria,2022-06-21,05:33,10:45,2022-06-21,Armstrong Airport - Armstrong,Qantas Airways
17788,Victoria International Airport - Victoria,2022-06-20,11:35,15:06,2022-06-20,Kapuskasing Airport - Kapuskasing,LATAM Airlines
17789,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-23,03:10,04:48,2022-06-23,St. John's International Airport - St. John's,Cebu Pacific Air
17790,St. John's International Airport - St. John's,2022-06-04,05:42,07:42,2022-06-04,St Leonard Airport - St Leonard,Thai Airways International
17791,Gore Bay Manitoulin Airport - Gore Bay,2022-06-06,06:07,09:38,2022-06-06,Fort Nelson Airport - Fort Nelson,Malaysia Airlines
17792,Goose Bay Airport - Goose Bay,2022-06-30,08:03,12:56,2022-06-30,Gore Bay Manitoulin Airport - Gore Bay,Continental Airlines
17793,Goose Bay Airport - Goose Bay,2022-06-30,21:22,02:07,2022-06-30,Armstrong Airport - Armstrong,Thai Airways International
17794,Swift Current Airport - Swift Current,2022-06-30,02:31,04:22,2022-06-30,Gore Bay Manitoulin Airport - Gore Bay,Pel-Air Aviation
17795,Whale Cove Airport - Whale Cove,2022-06-03,22:23,02:31,2022-06-03,London Airport - London,Olympic Airways
17796,Medicine Hat Regional Airport - Medicine Hat,2022-06-16,18:59,21:30,2022-06-16,Beaver Creek Airport - Beaver Creek,Air Nauru
17797,Gore Bay Manitoulin Airport - Gore Bay,2022-06-25,23:21,04:15,2022-06-25,Fort Smith Airport - Fort Smith,Austrian Airlines
17798,Timmins/Victor M. Power - Timmins,2022-06-07,03:17,07:33,2022-06-07,Beaver Creek Airport - Beaver Creek,Air New Zealand
17799,Goose Bay Airport - Goose Bay,2022-06-19,16:27,17:53,2022-06-19,Lester B. Pearson International Airport - Toronto,Gulf Air
17800,St Leonard Airport - St Leonard,2022-06-24,14:52,16:49,2022-06-24,Victoria International Airport - Victoria,Air Vanuatu
17801,Fort St John Airport - Fort St.John,2022-06-19,14:39,20:15,2022-06-19,Lynn Lake Airport - Lynn Lake,Singapore Airlines
17802,Armstrong Airport - Armstrong,2022-06-17,07:33,12:29,2022-06-17,Fort St John Airport - Fort St.John,Pacific Air Express
17803,Kapuskasing Airport - Kapuskasing,2022-06-19,19:03,20:00,2022-06-19,St. John's International Airport - St. John's,China Eastern Airlines
17804,St Leonard Airport - St Leonard,2022-06-01,23:58,02:05,2022-06-01,Armstrong Airport - Armstrong,V Australia
17805,Taloyoak Airport - Taloyoak,2022-06-30,21:19,00:58,2022-06-30,Fort Smith Airport - Fort Smith,United Parcel Service
17806,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-09,21:58,22:37,2022-06-09,Mont Joli Airport - Mont-Joli,Scoot Tigerair
17807,Bonaventure Airport - Bonaventure,2022-06-25,18:18,23:26,2022-06-25,Beaver Creek Airport - Beaver Creek,Eva Air
17808,Lynn Lake Airport - Lynn Lake,2022-06-21,14:02,16:48,2022-06-21,Lester B. Pearson International Airport - Toronto,Singapore Airlines
17809,Fort Smith Airport - Fort Smith,2022-06-24,16:01,17:24,2022-06-24,Taloyoak Airport - Taloyoak,Air Caledonie International
17810,La Ronge Airport - La Ronge,2022-06-01,18:54,23:41,2022-06-01,Victoria International Airport - Victoria,Pel-Air Aviation
17811,Fort St John Airport - Fort St.John,2022-06-16,02:06,02:48,2022-06-16,Medicine Hat Regional Airport - Medicine Hat,AOM French Airlines
17812,Victoria International Airport - Victoria,2022-06-09,20:39,02:04,2022-06-09,Downsview Airport - Toronto,Valuair
17813,Gore Bay Manitoulin Airport - Gore Bay,2022-06-08,17:11,19:25,2022-06-08,Taloyoak Airport - Taloyoak,Scoot
17814,Timmins/Victor M. Power - Timmins,2022-06-29,20:52,23:41,2022-06-29,Lynn Lake Airport - Lynn Lake,Asian Express Airlines
17815,Beaver Creek Airport - Beaver Creek,2022-06-13,16:52,21:29,2022-06-13,Victoria International Airport - Victoria,Evergreen Intl Airlines
17816,Bonaventure Airport - Bonaventure,2022-06-02,04:38,08:34,2022-06-02,Fort Smith Airport - Fort Smith,Ansett Air Freight
17817,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-21,00:24,06:26,2022-06-21,Armstrong Airport - Armstrong,United Airlines
17818,Victoria International Airport - Victoria,2022-06-11,20:09,02:17,2022-06-11,Swift Current Airport - Swift Current,Fiji Airways
17819,Whale Cove Airport - Whale Cove,2022-06-25,07:28,10:21,2022-06-25,Fort Smith Airport - Fort Smith,Airnorth
17820,London Airport - London,2022-06-15,01:27,07:13,2022-06-15,Beaver Creek Airport - Beaver Creek,Kiwi Travel Intl Airlines
17821,Whale Cove Airport - Whale Cove,2022-06-01,20:10,23:00,2022-06-01,London Airport - London,Korean Air
17822,Beaver Creek Airport - Beaver Creek,2022-06-02,22:42,00:02,2022-06-02,North Bay Jack Garland Airport - North Bay,Etihad Airways
17823,Timmins/Victor M. Power - Timmins,2022-06-22,18:28,01:00,2022-06-22,Abbotsford International Airport - Abbotsford,Evergreen Intl Airlines
17824,St. John's International Airport - St. John's,2022-06-30,11:23,15:48,2022-06-30,Churchill Airport - Churchill,Indonesia AirAsia
17825,Swift Current Airport - Swift Current,2022-06-06,06:54,09:58,2022-06-06,La Ronge Airport - La Ronge,Philippine Airlines
17826,Armstrong Airport - Armstrong,2022-06-16,20:25,02:15,2022-06-16,Swift Current Airport - Swift Current,KLM Royal Dutch Airlines
17827,Fort Smith Airport - Fort Smith,2022-06-22,10:18,12:30,2022-06-22,Victoria International Airport - Victoria,Federal Express Corporation
17828,St Leonard Airport - St Leonard,2022-06-10,02:25,04:15,2022-06-10,St. John's International Airport - St. John's,Hong Kong Airlines
17829,London Airport - London,2022-06-12,11:32,12:32,2022-06-12,Lester B. Pearson International Airport - Toronto,American Airlines
17830,St. John's International Airport - St. John's,2022-06-04,07:03,11:50,2022-06-04,North Bay Jack Garland Airport - North Bay,Lauda Air
17831,Lynn Lake Airport - Lynn Lake,2022-06-24,22:29,04:02,2022-06-24,Swift Current Airport - Swift Current,Solomon Airlines
17832,Downsview Airport - Toronto,2022-06-19,13:36,19:10,2022-06-19,Gore Bay Manitoulin Airport - Gore Bay,Yugoslav Airlines
17833,Kapuskasing Airport - Kapuskasing,2022-06-03,03:49,09:54,2022-06-03,Northwest Regional Airport Terrace-Kitimat - Terrace,Air Paradise International
17834,Medicine Hat Regional Airport - Medicine Hat,2022-06-16,01:11,04:52,2022-06-16,Goose Bay Airport - Goose Bay,Jetstar
17835,Medicine Hat Regional Airport - Medicine Hat,2022-06-28,20:59,02:18,2022-06-28,Fort Smith Airport - Fort Smith,Air Mauritius
17836,Bonaventure Airport - Bonaventure,2022-06-17,00:17,03:53,2022-06-17,Timmins/Victor M. Power - Timmins,Flying Tiger Line
17837,Goose Bay Airport - Goose Bay,2022-06-09,00:36,02:15,2022-06-09,Kapuskasing Airport - Kapuskasing,Malindo Air
17838,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-24,09:07,14:39,2022-06-24,Armstrong Airport - Armstrong,Indonesia AirAsia
